sample_id	chrom	start	end	cn_a	cn_b
internal28	chr4	2	3	0	0
internal28	chr4	3	4	0	0
internal28	chr4	4	5	0	0
internal28	chr4	5	6	0	0
internal28	chr4	6	7	0	0
internal28	chr4	7	8	0	0
internal28	chr4	8	9	0	0
internal28	chr4	9	10	0	1
internal29	chr1	0	1	0	0
internal29	chr1	1	2	0	0
internal29	chr1	2	3	0	0
internal29	chr1	3	4	0	0
internal29	chr1	4	5	0	0
internal29	chr1	5	6	0	0
internal29	chr1	6	7	0	0
internal29	chr1	7	8	0	0
internal29	chr1	8	9	0	0
internal29	chr1	9	10	0	0
internal29	chr2	0	1	0	0
internal29	chr2	1	2	0	0
internal29	chr2	2	3	0	0
internal29	chr2	3	4	0	0
internal29	chr2	4	5	0	0
internal29	chr2	5	6	0	0
internal29	chr2	6	7	0	0
internal29	chr2	7	8	0	0
internal29	chr2	8	9	0	0
internal29	chr2	9	10	0	0
internal29	chr3	0	1	0	0
internal29	chr3	1	2	0	0
internal29	chr3	2	3	0	0
internal29	chr3	3	4	0	0
internal29	chr3	4	5	0	0
internal29	chr3	5	6	0	0
internal29	chr3	6	7	0	0
internal29	chr3	7	8	0	0
internal29	chr3	8	9	0	0
internal29	chr3	9	10	0	0
internal29	chr4	0	1	0	0
internal29	chr4	1	2	0	0
internal29	chr4	2	3	0	0
internal29	chr4	3	4	0	0
internal29	chr4	4	5	0	0
internal29	chr4	5	6	0	0
internal29	chr4	6	7	0	0
internal29	chr4	7	8	0	0
internal29	chr4	8	9	0	0
internal29	chr4	9	10	0	1
internal3	chr1	0	1	1	0
internal3	chr1	1	2	0	0
internal3	chr1	2	3	0	0
internal3	chr1	3	4	0	1
internal3	chr1	4	5	0	0
internal3	chr1	5	6	0	0
internal3	chr1	6	7	0	0
internal3	chr1	7	8	0	0
internal3	chr1	8	9	0	0
internal3	chr1	9	10	0	0
internal3	chr2	0	1	0	0
internal3	chr2	1	2	0	1
internal3	chr2	2	3	0	0
internal3	chr2	3	4	0	0
internal3	chr2	4	5	0	0
internal3	chr2	5	6	0	0
internal3	chr2	6	7	0	0
internal3	chr2	7	8	0	0
internal3	chr2	8	9	0	0
internal3	chr2	9	10	0	0
internal3	chr3	0	1	0	0
internal3	chr3	1	2	0	0
internal3	chr3	2	3	0	0
internal3	chr3	3	4	0	0
internal3	chr3	4	5	0	0
internal3	chr3	5	6	0	0
internal3	chr3	6	7	0	0
internal3	chr3	7	8	0	1
internal3	chr3	8	9	0	0
internal3	chr3	9	10	0	0
internal3	chr4	0	1	0	0
internal3	chr4	1	2	0	0
internal3	chr4	2	3	0	0
internal3	chr4	3	4	0	0
internal3	chr4	4	5	0	0
internal3	chr4	5	6	0	0
internal3	chr4	6	7	0	0
internal3	chr4	7	8	0	0
internal3	chr4	8	9	0	0
internal3	chr4	9	10	0	0
internal30	chr1	0	1	0	0
internal30	chr1	1	2	0	0
internal30	chr1	2	3	0	0
internal30	chr1	3	4	0	0
internal30	chr1	4	5	0	0
internal30	chr1	5	6	0	0
internal30	chr1	6	7	0	0
internal30	chr1	7	8	0	0
internal30	chr1	8	9	0	0
internal30	chr1	9	10	0	0
internal30	chr2	0	1	0	0
internal30	chr2	1	2	0	0
internal30	chr2	2	3	0	0
internal30	chr2	3	4	0	0
internal30	chr2	4	5	0	0
internal30	chr2	5	6	0	0
internal30	chr2	6	7	0	0
internal30	chr2	7	8	0	0
internal30	chr2	8	9	0	0
internal30	chr2	9	10	0	0
internal30	chr3	0	1	0	0
internal30	chr3	1	2	0	0
internal30	chr3	2	3	0	0
internal30	chr3	3	4	0	0
internal30	chr3	4	5	0	0
internal30	chr3	5	6	0	0
internal30	chr3	6	7	0	0
internal30	chr3	7	8	0	0
internal30	chr3	8	9	0	0
internal30	chr3	9	10	0	0
internal30	chr4	0	1	0	0
internal30	chr4	1	2	0	0
internal30	chr4	2	3	0	0
internal30	chr4	3	4	0	0
internal30	chr4	4	5	0	0
internal30	chr4	5	6	0	0
internal30	chr4	6	7	0	0
internal30	chr4	7	8	0	0
internal30	chr4	8	9	0	0
internal30	chr4	9	10	0	1
internal31	chr1	0	1	0	0
internal31	chr1	1	2	0	0
internal31	chr1	2	3	0	0
internal31	chr1	3	4	0	0
internal31	chr1	4	5	0	0
internal31	chr1	5	6	0	0
internal31	chr1	6	7	0	0
internal31	chr1	7	8	0	0
internal31	chr1	8	9	0	0
internal31	chr1	9	10	0	0
internal31	chr2	0	1	0	0
internal31	chr2	1	2	0	0
internal31	chr2	2	3	0	0
internal31	chr2	3	4	0	0
internal31	chr2	4	5	0	0
internal31	chr2	5	6	0	0
internal31	chr2	6	7	0	0
internal31	chr2	7	8	0	0
internal31	chr2	8	9	0	0
internal31	chr2	9	10	0	0
internal31	chr3	0	1	0	0
internal31	chr3	1	2	0	0
internal31	chr3	2	3	0	0
internal31	chr3	3	4	0	0
internal31	chr3	4	5	0	0
internal31	chr3	5	6	0	0
internal31	chr3	6	7	0	0
internal31	chr3	7	8	0	0
internal31	chr3	8	9	0	0
internal31	chr3	9	10	0	0
internal31	chr4	0	1	0	0
internal31	chr4	1	2	0	0
internal31	chr4	2	3	0	0
internal31	chr4	3	4	0	0
internal31	chr4	4	5	0	0
internal31	chr4	5	6	0	0
internal31	chr4	6	7	0	0
internal31	chr4	7	8	0	0
internal31	chr4	8	9	0	0
internal31	chr4	9	10	0	1
internal32	chr1	0	1	0	0
internal32	chr1	1	2	0	0
internal32	chr1	2	3	0	1
internal32	chr1	3	4	0	0
internal32	chr1	4	5	0	0
internal32	chr1	5	6	0	0
internal32	chr1	6	7	0	0
internal32	chr1	7	8	0	0
internal32	chr1	8	9	0	0
internal32	chr1	9	10	0	0
internal32	chr2	0	1	0	0
internal32	chr2	1	2	0	0
internal32	chr2	2	3	0	0
internal32	chr2	3	4	0	0
internal32	chr2	4	5	0	0
internal32	chr2	5	6	0	0
internal32	chr2	6	7	0	0
internal32	chr2	7	8	0	0
internal32	chr2	8	9	0	0
internal32	chr2	9	10	0	0
internal32	chr3	0	1	0	0
internal32	chr3	1	2	0	0
internal32	chr3	2	3	0	0
internal32	chr3	3	4	0	0
internal32	chr3	4	5	0	0
internal32	chr3	5	6	0	0
internal32	chr3	6	7	0	0
internal32	chr3	7	8	0	0
internal32	chr3	8	9	0	0
internal32	chr3	9	10	0	0
internal32	chr4	0	1	0	0
internal32	chr4	1	2	0	0
internal32	chr4	2	3	0	0
internal32	chr4	3	4	0	0
internal32	chr4	4	5	0	0
internal32	chr4	5	6	0	0
internal32	chr4	6	7	0	0
internal32	chr4	7	8	0	0
internal32	chr4	8	9	0	0
internal32	chr4	9	10	0	1
internal33	chr1	0	1	0	0
internal33	chr1	1	2	0	0
internal33	chr1	2	3	0	0
internal33	chr1	3	4	0	0
internal33	chr1	4	5	0	0
internal33	chr1	5	6	0	0
internal33	chr1	6	7	0	0
internal33	chr1	7	8	0	0
internal33	chr1	8	9	0	0
internal33	chr1	9	10	0	0
internal33	chr2	0	1	0	0
internal33	chr2	1	2	0	0
internal33	chr2	2	3	0	0
internal33	chr2	3	4	0	0
internal33	chr2	4	5	0	0
internal33	chr2	5	6	0	0
internal33	chr2	6	7	0	0
internal33	chr2	7	8	0	0
internal33	chr2	8	9	0	0
internal33	chr2	9	10	0	0
internal33	chr3	0	1	0	0
internal33	chr3	1	2	0	0
internal33	chr3	2	3	0	0
internal33	chr3	3	4	0	0
internal33	chr3	4	5	0	0
internal33	chr3	5	6	0	0
internal33	chr3	6	7	0	0
internal33	chr3	7	8	0	0
internal33	chr3	8	9	0	0
internal33	chr3	9	10	0	0
internal33	chr4	0	1	0	0
internal33	chr4	1	2	0	0
internal33	chr4	2	3	0	0
internal33	chr4	3	4	0	0
internal33	chr4	4	5	0	0
internal33	chr4	5	6	0	0
internal33	chr4	6	7	0	0
internal33	chr4	7	8	0	0
internal33	chr4	8	9	0	0
internal33	chr4	9	10	0	1
internal34	chr1	0	1	0	0
internal34	chr1	1	2	0	0
internal34	chr1	2	3	0	0
internal34	chr1	3	4	0	0
internal34	chr1	4	5	0	0
internal34	chr1	5	6	0	0
internal34	chr1	6	7	0	0
internal34	chr1	7	8	0	0
internal34	chr1	8	9	0	0
internal34	chr1	9	10	0	0
internal34	chr2	0	1	0	0
internal34	chr2	1	2	0	0
internal34	chr2	2	3	0	0
internal34	chr2	3	4	0	0
internal34	chr2	4	5	0	0
internal34	chr2	5	6	0	0
internal34	chr2	6	7	0	0
internal34	chr2	7	8	0	0
internal34	chr2	8	9	0	0
internal34	chr2	9	10	0	0
internal34	chr3	0	1	0	0
internal34	chr3	1	2	0	0
internal34	chr3	2	3	0	0
internal34	chr3	3	4	0	0
internal34	chr3	4	5	0	0
internal34	chr3	5	6	0	0
internal34	chr3	6	7	0	0
internal34	chr3	7	8	0	0
internal34	chr3	8	9	0	0
internal34	chr3	9	10	0	0
internal34	chr4	0	1	0	0
internal34	chr4	1	2	0	0
internal34	chr4	2	3	0	0
internal34	chr4	3	4	0	0
internal34	chr4	4	5	0	0
internal34	chr4	5	6	0	0
internal34	chr4	6	7	0	0
internal34	chr4	7	8	0	0
internal34	chr4	8	9	0	0
internal34	chr4	9	10	0	1
internal35	chr1	0	1	0	0
internal35	chr1	1	2	0	0
internal35	chr1	2	3	0	0
internal35	chr1	3	4	0	0
internal35	chr1	4	5	0	0
internal35	chr1	5	6	0	0
internal35	chr1	6	7	0	0
internal35	chr1	7	8	0	0
internal35	chr1	8	9	0	0
internal35	chr1	9	10	0	0
internal35	chr2	0	1	0	0
internal35	chr2	1	2	0	0
internal35	chr2	2	3	0	0
internal35	chr2	3	4	0	0
internal35	chr2	4	5	0	0
internal35	chr2	5	6	0	0
internal35	chr2	6	7	0	0
internal35	chr2	7	8	0	0
internal35	chr2	8	9	0	0
internal35	chr2	9	10	0	0
internal35	chr3	0	1	0	0
internal35	chr3	1	2	0	0
internal35	chr3	2	3	0	0
internal35	chr3	3	4	0	0
internal35	chr3	4	5	0	0
internal35	chr3	5	6	0	0
internal35	chr3	6	7	0	0
internal35	chr3	7	8	0	0
internal35	chr3	8	9	0	0
internal35	chr3	9	10	0	0
internal35	chr4	0	1	0	0
internal35	chr4	1	2	0	0
internal35	chr4	2	3	0	0
internal35	chr4	3	4	0	0
internal35	chr4	4	5	0	0
internal35	chr4	5	6	0	0
internal35	chr4	6	7	0	0
internal35	chr4	7	8	0	0
internal35	chr4	8	9	0	0
internal35	chr4	9	10	0	1
internal36	chr1	0	1	0	0
internal36	chr1	1	2	0	0
internal36	chr1	2	3	0	1
internal36	chr1	3	4	0	0
internal36	chr1	4	5	0	0
internal36	chr1	5	6	0	0
internal36	chr1	6	7	0	0
internal36	chr1	7	8	0	0
internal36	chr1	8	9	0	0
internal36	chr1	9	10	0	0
internal36	chr2	0	1	0	0
internal36	chr2	1	2	0	0
internal36	chr2	2	3	0	0
internal36	chr2	3	4	0	0
internal36	chr2	4	5	0	0
internal36	chr2	5	6	0	0
internal36	chr2	6	7	0	0
internal36	chr2	7	8	0	0
internal36	chr2	8	9	0	0
internal36	chr2	9	10	0	0
internal36	chr3	0	1	0	0
internal36	chr3	1	2	0	0
internal36	chr3	2	3	0	0
internal36	chr3	3	4	0	0
internal36	chr3	4	5	0	0
internal36	chr3	5	6	0	0
internal36	chr3	6	7	0	0
internal36	chr3	7	8	0	0
internal36	chr3	8	9	0	0
internal36	chr3	9	10	0	0
internal36	chr4	0	1	0	0
internal36	chr4	1	2	0	0
internal36	chr4	2	3	0	0
internal36	chr4	3	4	0	0
internal36	chr4	4	5	0	0
internal36	chr4	5	6	0	0
internal36	chr4	6	7	0	0
internal36	chr4	7	8	0	0
internal36	chr4	8	9	0	0
internal36	chr4	9	10	0	1
internal37	chr1	0	1	0	0
internal37	chr1	1	2	0	0
internal37	chr1	2	3	0	0
internal37	chr1	3	4	0	0
internal37	chr1	4	5	0	0
internal37	chr1	5	6	0	0
internal37	chr1	6	7	0	0
internal37	chr1	7	8	0	0
internal37	chr1	8	9	0	0
internal37	chr1	9	10	0	0
internal37	chr2	0	1	0	0
internal37	chr2	1	2	0	0
internal37	chr2	2	3	0	0
internal37	chr2	3	4	0	0
internal37	chr2	4	5	0	0
internal37	chr2	5	6	0	0
internal37	chr2	6	7	0	0
internal37	chr2	7	8	0	0
internal37	chr2	8	9	0	0
internal37	chr2	9	10	0	0
internal37	chr3	0	1	0	0
internal37	chr3	1	2	0	0
internal37	chr3	2	3	0	0
internal37	chr3	3	4	0	0
internal37	chr3	4	5	0	0
internal37	chr3	5	6	0	0
internal37	chr3	6	7	0	0
internal37	chr3	7	8	0	0
internal37	chr3	8	9	0	0
internal37	chr3	9	10	0	0
internal37	chr4	0	1	0	0
internal37	chr4	1	2	0	0
internal37	chr4	2	3	0	0
internal37	chr4	3	4	0	0
internal37	chr4	4	5	0	0
internal37	chr4	5	6	0	0
internal37	chr4	6	7	0	0
internal37	chr4	7	8	0	0
internal37	chr4	8	9	0	0
internal37	chr4	9	10	0	1
internal38	chr1	0	1	0	0
internal38	chr1	1	2	0	0
internal38	chr1	2	3	0	1
internal38	chr1	3	4	0	0
internal38	chr1	4	5	0	0
internal38	chr1	5	6	0	0
internal38	chr1	6	7	0	0
internal38	chr1	7	8	0	0
internal38	chr1	8	9	0	0
internal38	chr1	9	10	0	0
internal38	chr2	0	1	0	0
internal38	chr2	1	2	0	0
internal38	chr2	2	3	0	0
internal38	chr2	3	4	0	0
internal38	chr2	4	5	0	0
internal38	chr2	5	6	0	0
internal38	chr2	6	7	0	0
internal38	chr2	7	8	0	0
internal38	chr2	8	9	0	0
internal38	chr2	9	10	0	0
internal38	chr3	0	1	0	0
internal38	chr3	1	2	0	0
internal38	chr3	2	3	0	0
internal38	chr3	3	4	0	0
internal38	chr3	4	5	0	0
internal38	chr3	5	6	0	0
internal38	chr3	6	7	0	0
internal38	chr3	7	8	0	0
internal38	chr3	8	9	0	0
internal38	chr3	9	10	0	0
internal38	chr4	0	1	0	0
internal38	chr4	1	2	0	0
internal38	chr4	2	3	0	0
internal38	chr4	3	4	0	0
internal38	chr4	4	5	0	0
internal38	chr4	5	6	0	0
internal38	chr4	6	7	0	0
internal38	chr4	7	8	0	0
internal38	chr4	8	9	0	0
internal38	chr4	9	10	0	1
internal39	chr1	0	1	0	0
internal39	chr1	1	2	0	0
internal39	chr1	2	3	0	1
internal39	chr1	3	4	0	0
internal39	chr1	4	5	0	0
internal39	chr1	5	6	0	0
internal39	chr1	6	7	0	0
internal39	chr1	7	8	0	0
internal39	chr1	8	9	0	0
internal39	chr1	9	10	0	0
internal39	chr2	0	1	0	0
internal39	chr2	1	2	0	0
internal39	chr2	2	3	0	0
internal39	chr2	3	4	0	0
internal39	chr2	4	5	0	0
internal39	chr2	5	6	0	0
internal39	chr2	6	7	0	0
internal39	chr2	7	8	0	0
internal39	chr2	8	9	0	0
internal39	chr2	9	10	0	0
internal39	chr3	0	1	0	0
internal39	chr3	1	2	0	0
internal39	chr3	2	3	0	0
internal39	chr3	3	4	0	0
internal39	chr3	4	5	0	0
internal39	chr3	5	6	0	0
internal39	chr3	6	7	0	0
internal39	chr3	7	8	0	0
internal39	chr3	8	9	0	0
internal39	chr3	9	10	0	0
internal39	chr4	0	1	0	0
internal39	chr4	1	2	0	0
internal39	chr4	2	3	0	0
internal39	chr4	3	4	0	0
internal39	chr4	4	5	0	0
internal39	chr4	5	6	0	0
internal39	chr4	6	7	0	0
internal39	chr4	7	8	0	0
internal39	chr4	8	9	0	0
internal39	chr4	9	10	0	1
internal4	chr1	0	1	0	0
internal4	chr1	1	2	0	0
internal4	chr1	2	3	0	1
internal4	chr1	3	4	0	0
internal4	chr1	4	5	0	0
internal4	chr1	5	6	0	0
internal4	chr1	6	7	0	0
internal4	chr1	7	8	0	0
internal4	chr1	8	9	0	0
internal4	chr1	9	10	0	0
internal4	chr2	0	1	0	0
internal4	chr2	1	2	0	0
internal4	chr2	2	3	0	0
internal4	chr2	3	4	0	0
internal4	chr2	4	5	0	0
internal4	chr2	5	6	0	0
internal4	chr2	6	7	0	0
internal4	chr2	7	8	0	0
internal4	chr2	8	9	0	0
internal4	chr2	9	10	0	0
internal4	chr3	0	1	0	0
internal4	chr3	1	2	0	0
internal4	chr3	2	3	0	0
internal4	chr3	3	4	0	0
internal4	chr3	4	5	0	0
internal4	chr3	5	6	0	0
internal4	chr3	6	7	0	0
internal4	chr3	7	8	0	0
internal4	chr3	8	9	0	0
internal4	chr3	9	10	0	0
internal4	chr4	0	1	0	0
internal4	chr4	1	2	0	0
internal4	chr4	2	3	0	0
internal4	chr4	3	4	0	0
internal4	chr4	4	5	0	0
internal4	chr4	5	6	0	0
internal4	chr4	6	7	0	0
internal4	chr4	7	8	0	0
internal4	chr4	8	9	0	0
internal4	chr4	9	10	0	1
internal40	chr1	0	1	1	0
internal40	chr1	1	2	1	1
internal40	chr1	2	3	1	1
internal40	chr1	3	4	1	1
internal40	chr1	4	5	1	1
internal40	chr1	5	6	1	1
internal40	chr1	6	7	1	1
internal40	chr1	7	8	1	1
internal40	chr1	8	9	1	0
internal40	chr1	9	10	1	0
internal40	chr2	0	1	0	0
internal40	chr2	1	2	0	1
internal40	chr2	2	3	0	1
internal40	chr2	3	4	0	1
internal40	chr2	4	5	0	1
internal40	chr2	5	6	1	1
internal40	chr2	6	7	1	1
internal40	chr2	7	8	1	1
internal40	chr2	8	9	0	1
internal40	chr2	9	10	0	0
internal40	chr3	0	1	0	0
internal40	chr3	1	2	1	0
internal40	chr3	2	3	0	0
internal40	chr3	3	4	0	0
internal40	chr3	4	5	0	0
internal40	chr3	5	6	0	0
internal40	chr3	6	7	0	0
internal40	chr3	7	8	0	1
internal40	chr3	8	9	0	0
internal40	chr3	9	10	0	0
internal40	chr4	0	1	0	0
internal40	chr4	1	2	0	0
internal40	chr4	2	3	0	1
internal40	chr4	3	4	0	0
internal40	chr4	4	5	0	0
internal40	chr4	5	6	1	0
internal40	chr4	6	7	1	0
internal40	chr4	7	8	1	0
internal40	chr4	8	9	1	0
internal40	chr4	9	10	1	1
internal41	chr1	0	1	1	0
internal41	chr1	1	2	1	1
internal41	chr1	2	3	1	1
internal41	chr1	3	4	1	1
internal41	chr1	4	5	1	1
internal41	chr1	5	6	1	1
internal41	chr1	6	7	1	1
internal41	chr1	7	8	1	1
internal41	chr1	8	9	1	0
internal41	chr1	9	10	1	0
internal41	chr2	0	1	0	0
internal41	chr2	1	2	0	1
internal41	chr2	2	3	0	1
internal41	chr2	3	4	0	1
internal41	chr2	4	5	0	1
internal41	chr2	5	6	1	1
internal41	chr2	6	7	1	1
internal41	chr2	7	8	1	1
internal41	chr2	8	9	0	1
internal41	chr2	9	10	0	0
internal41	chr3	0	1	0	0
internal41	chr3	1	2	1	0
internal41	chr3	2	3	0	0
internal41	chr3	3	4	0	0
internal41	chr3	4	5	0	0
internal41	chr3	5	6	0	0
internal41	chr3	6	7	0	0
internal41	chr3	7	8	0	1
internal41	chr3	8	9	0	0
internal41	chr3	9	10	0	0
internal41	chr4	0	1	0	0
internal41	chr4	1	2	0	0
internal41	chr4	2	3	0	1
internal41	chr4	3	4	0	0
internal41	chr4	4	5	0	0
internal41	chr4	5	6	1	0
internal41	chr4	6	7	1	0
internal41	chr4	7	8	1	0
internal41	chr4	8	9	1	0
internal41	chr4	9	10	1	1
internal42	chr1	0	1	1	0
internal42	chr1	1	2	1	1
internal42	chr1	2	3	1	1
internal42	chr1	3	4	1	1
internal42	chr1	4	5	1	1
internal42	chr1	5	6	1	1
internal42	chr1	6	7	1	1
internal42	chr1	7	8	1	1
internal42	chr1	8	9	1	0
internal42	chr1	9	10	1	0
internal42	chr2	0	1	0	0
internal42	chr2	1	2	0	1
internal42	chr2	2	3	0	1
internal42	chr2	3	4	0	1
internal42	chr2	4	5	0	1
internal42	chr2	5	6	0	1
internal42	chr2	6	7	0	1
internal42	chr2	7	8	1	1
internal42	chr2	8	9	0	1
internal42	chr2	9	10	0	0
internal42	chr3	0	1	0	0
internal42	chr3	1	2	1	0
internal42	chr3	2	3	0	0
internal42	chr3	3	4	0	0
internal42	chr3	4	5	0	0
internal42	chr3	5	6	0	0
internal42	chr3	6	7	0	0
internal42	chr3	7	8	0	1
internal42	chr3	8	9	0	0
internal42	chr3	9	10	0	0
internal42	chr4	0	1	0	0
internal42	chr4	1	2	0	0
internal42	chr4	2	3	0	1
internal42	chr4	3	4	0	0
internal42	chr4	4	5	0	0
internal42	chr4	5	6	0	0
internal42	chr4	6	7	0	0
internal42	chr4	7	8	0	0
internal42	chr4	8	9	0	0
internal42	chr4	9	10	1	1
internal43	chr1	0	1	1	0
internal43	chr1	1	2	1	1
internal43	chr1	2	3	1	1
internal43	chr1	3	4	1	1
internal43	chr1	4	5	1	1
internal43	chr1	5	6	1	1
internal43	chr1	6	7	1	1
internal43	chr1	7	8	1	1
internal43	chr1	8	9	1	0
internal43	chr1	9	10	1	0
internal43	chr2	0	1	0	0
internal43	chr2	1	2	0	1
internal43	chr2	2	3	0	1
internal43	chr2	3	4	0	1
internal43	chr2	4	5	0	1
internal43	chr2	5	6	0	1
internal43	chr2	6	7	0	1
internal43	chr2	7	8	1	1
internal43	chr2	8	9	0	1
internal43	chr2	9	10	0	0
internal43	chr3	0	1	0	0
internal43	chr3	1	2	1	0
internal43	chr3	2	3	0	0
internal43	chr3	3	4	0	0
internal43	chr3	4	5	0	0
internal43	chr3	5	6	0	0
internal43	chr3	6	7	0	0
internal43	chr3	7	8	0	1
internal43	chr3	8	9	0	0
internal43	chr3	9	10	0	0
internal43	chr4	0	1	0	0
internal43	chr4	1	2	0	0
internal43	chr4	2	3	0	0
internal43	chr4	3	4	0	0
internal43	chr4	4	5	0	0
internal43	chr4	5	6	0	0
internal43	chr4	6	7	0	0
internal43	chr4	7	8	0	0
internal43	chr4	8	9	0	0
internal43	chr4	9	10	1	0
internal44	chr1	0	1	1	0
internal44	chr1	1	2	0	1
internal44	chr1	2	3	0	1
internal44	chr1	3	4	0	1
internal44	chr1	4	5	0	1
internal44	chr1	5	6	0	1
internal44	chr1	6	7	0	1
internal44	chr1	7	8	0	1
internal44	chr1	8	9	0	0
internal44	chr1	9	10	0	0
internal44	chr2	0	1	0	0
internal44	chr2	1	2	0	1
internal44	chr2	2	3	0	1
internal44	chr2	3	4	0	1
internal44	chr2	4	5	0	1
internal44	chr2	5	6	0	1
internal44	chr2	6	7	0	1
internal44	chr2	7	8	1	1
internal44	chr2	8	9	0	1
internal44	chr2	9	10	0	0
internal44	chr3	0	1	0	0
internal44	chr3	1	2	1	0
internal44	chr3	2	3	0	0
internal44	chr3	3	4	0	0
internal44	chr3	4	5	0	0
internal44	chr3	5	6	0	0
internal44	chr3	6	7	0	0
internal44	chr3	7	8	0	1
internal44	chr3	8	9	0	0
internal44	chr3	9	10	0	0
internal44	chr4	0	1	0	0
internal44	chr4	1	2	0	0
internal44	chr4	2	3	0	0
internal44	chr4	3	4	0	0
internal44	chr4	4	5	0	0
internal44	chr4	5	6	0	0
internal44	chr4	6	7	0	0
internal44	chr4	7	8	0	0
internal44	chr4	8	9	0	0
internal44	chr4	9	10	1	0
internal45	chr1	0	1	0	0
internal45	chr1	1	2	0	1
internal45	chr1	2	3	0	1
internal45	chr1	3	4	0	1
internal45	chr1	4	5	0	1
internal45	chr1	5	6	0	1
internal45	chr1	6	7	0	1
internal45	chr1	7	8	0	1
internal45	chr1	8	9	0	0
internal45	chr1	9	10	0	0
internal45	chr2	0	1	0	0
internal45	chr2	1	2	0	0
internal45	chr2	2	3	0	0
internal45	chr2	3	4	0	0
internal45	chr2	4	5	0	0
internal45	chr2	5	6	0	0
internal45	chr2	6	7	0	1
internal45	chr2	7	8	1	1
internal45	chr2	8	9	0	1
internal45	chr2	9	10	0	0
internal45	chr3	0	1	0	0
internal45	chr3	1	2	1	0
internal45	chr3	2	3	0	0
internal45	chr3	3	4	0	0
internal45	chr3	4	5	0	0
internal45	chr3	5	6	0	0
internal45	chr3	6	7	0	0
internal45	chr3	7	8	0	0
internal45	chr3	8	9	0	0
internal45	chr3	9	10	0	0
internal45	chr4	0	1	0	0
internal45	chr4	1	2	0	0
internal45	chr4	2	3	0	0
internal45	chr4	3	4	0	0
internal45	chr4	4	5	0	0
internal45	chr4	5	6	0	0
internal45	chr4	6	7	0	0
internal45	chr4	7	8	0	0
internal45	chr4	8	9	0	0
internal45	chr4	9	10	1	0
internal46	chr1	0	1	0	0
internal46	chr1	1	2	0	0
internal46	chr1	2	3	0	0
internal46	chr1	3	4	0	0
internal46	chr1	4	5	0	0
internal46	chr1	5	6	0	0
internal46	chr1	6	7	0	0
internal46	chr1	7	8	0	0
internal46	chr1	8	9	0	0
internal46	chr1	9	10	0	0
internal46	chr2	0	1	0	0
internal46	chr2	1	2	0	0
internal46	chr2	2	3	0	0
internal46	chr2	3	4	0	0
internal46	chr2	4	5	0	0
internal46	chr2	5	6	0	0
internal46	chr2	6	7	0	0
internal46	chr2	7	8	1	0
internal46	chr2	8	9	0	0
internal46	chr2	9	10	0	0
internal46	chr3	0	1	0	0
internal46	chr3	1	2	0	0
internal46	chr3	2	3	0	0
internal46	chr3	3	4	0	0
internal46	chr3	4	5	0	0
internal46	chr3	5	6	0	0
internal46	chr3	6	7	0	0
internal46	chr3	7	8	0	0
internal46	chr3	8	9	0	0
internal46	chr3	9	10	0	0
internal46	chr4	0	1	0	0
internal46	chr4	1	2	0	0
internal46	chr4	2	3	0	0
internal46	chr4	3	4	0	0
internal46	chr4	4	5	0	0
internal46	chr4	5	6	0	0
internal46	chr4	6	7	0	0
internal46	chr4	7	8	0	0
internal46	chr4	8	9	0	0
internal46	chr4	9	10	0	0
internal47	chr1	0	1	0	0
internal47	chr1	1	2	0	0
internal47	chr1	2	3	0	0
internal47	chr1	3	4	0	0
internal47	chr1	4	5	0	0
internal47	chr1	5	6	0	0
internal47	chr1	6	7	0	0
internal47	chr1	7	8	0	0
internal47	chr1	8	9	0	0
internal47	chr1	9	10	0	0
internal47	chr2	0	1	0	0
internal47	chr2	1	2	0	0
internal47	chr2	2	3	0	0
internal47	chr2	3	4	0	0
internal47	chr2	4	5	0	0
internal47	chr2	5	6	0	0
internal47	chr2	6	7	0	0
internal47	chr2	7	8	0	0
internal47	chr2	8	9	0	0
internal47	chr2	9	10	0	0
internal47	chr3	0	1	0	0
internal47	chr3	1	2	0	0
internal47	chr3	2	3	0	0
internal47	chr3	3	4	0	0
internal47	chr3	4	5	0	0
internal47	chr3	5	6	0	0
internal47	chr3	6	7	0	0
internal47	chr3	7	8	0	0
internal47	chr3	8	9	0	0
internal47	chr3	9	10	0	0
internal47	chr4	0	1	0	0
internal47	chr4	1	2	0	0
internal47	chr4	2	3	0	0
internal47	chr4	3	4	0	0
internal47	chr4	4	5	0	0
internal47	chr4	5	6	0	0
internal47	chr4	6	7	0	0
internal47	chr4	7	8	0	0
internal47	chr4	8	9	0	0
internal47	chr4	9	10	0	0
internal48	chr1	0	1	0	0
internal48	chr1	1	2	0	0
internal48	chr1	2	3	0	0
internal48	chr1	3	4	0	0
internal48	chr1	4	5	0	0
internal48	chr1	5	6	0	0
internal48	chr1	6	7	0	0
internal48	chr1	7	8	0	0
internal48	chr1	8	9	0	0
internal48	chr1	9	10	0	0
internal48	chr2	0	1	0	0
internal48	chr2	1	2	0	0
internal48	chr2	2	3	0	0
internal48	chr2	3	4	0	0
internal48	chr2	4	5	0	0
internal48	chr2	5	6	0	0
internal48	chr2	6	7	0	0
internal48	chr2	7	8	0	0
internal48	chr2	8	9	0	0
internal48	chr2	9	10	0	0
internal48	chr3	0	1	0	0
internal48	chr3	1	2	0	0
internal48	chr3	2	3	0	0
internal48	chr3	3	4	0	0
internal48	chr3	4	5	0	0
